Time_stamp,User_id,Id_wisata,Rating,Nama_wisata,Genre,Rating_total
1/8/2022 21:02,Franster,9,5,masjid 99 kubah,religi,76.2
1/8/2022 21:02,Franster,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 21:08,Kinaz,1,5,pantai losari,alam,72
1/8/2022 21:08,Kinaz,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 21:08,Kinaz,3,5,malino,alam,70.8
1/8/2022 21:08,Kinaz,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 21:08,Kinaz,5,5,pantai galesong,alam,69
1/8/2022 21:08,Kinaz,6,5,wisata londa,budaya,71
1/8/2022 21:08,Kinaz,7,5,museum ne'gandeng,budaya,75
1/8/2022 21:08,Kinaz,8,5,tanjung bira,alam,77.4
1/8/2022 21:08,Kinaz,9,5,masjid 99 kubah,religi,76.2
1/8/2022 21:08,Kinaz,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 21:08,..,1,5,pantai losari,alam,72
1/8/2022 21:08,..,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 21:08,..,3,5,malino,alam,70.8
1/8/2022 21:08,..,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 21:08,..,5,5,pantai galesong,alam,69
1/8/2022 21:08,..,6,5,wisata londa,budaya,71
1/8/2022 21:08,..,7,5,museum ne'gandeng,budaya,75
1/8/2022 21:08,..,8,5,tanjung bira,alam,77.4
1/8/2022 21:08,..,9,5,masjid 99 kubah,religi,76.2
1/8/2022 21:08,..,10,5,benteng somba opu,prasejarah,68.6
1/8/2022 21:22,Ruby,1,5,pantai losari,alam,72
1/8/2022 21:22,Ruby,2,5,benteng rotterdam,prasejarah,68.2
1/8/2022 21:22,Ruby,3,5,malino,alam,70.8
1/8/2022 21:22,Ruby,4,5,taman nasional bantimurung,alam,73.4
1/8/2022 21:22,Ruby,5,5,pantai galesong,alam,69
1/8/2022 21:22,Ruby,6,5,wisata londa,budaya,71
1/8/2022 21:22,Ruby,7,5,museum ne'gandeng,budaya,75
1/8/2022 21:22,Ruby,8,5,tanjung bira,alam,77.4
1/8/2022 21:22,Ruby,9,5,masjid 99 kubah,religi,76.2
1/8/2022 21:22,Ruby,10,5,benteng somba opu,prasejarah,68.6
1/9/2022 9:41,Nadila,1,5,pantai losari,alam,72
1/9/2022 9:41,Nadila,2,5,benteng rotterdam,prasejarah,68.2
1/9/2022 9:41,Nadila,3,5,malino,alam,70.8
1/9/2022 9:41,Nadila,4,5,taman nasional bantimurung,alam,73.4
1/9/2022 9:41,Nadila,5,5,pantai galesong,alam,69
1/9/2022 9:41,Nadila,6,5,wisata londa,budaya,71
1/9/2022 9:41,Nadila,7,5,museum ne'gandeng,budaya,75
1/9/2022 9:41,Nadila,8,5,tanjung bira,alam,77.4
1/9/2022 9:41,Nadila,9,5,masjid 99 kubah,religi,76.2
1/9/2022 9:41,Nadila,10,5,benteng somba opu,prasejarah,68.6
1/11/2022 22:14,Jihan,1,5,pantai losari,alam,72
1/11/2022 22:14,Jihan,2,5,benteng rotterdam,prasejarah,68.2
1/11/2022 22:14,Jihan,3,5,malino,alam,70.8
1/11/2022 22:14,Jihan,4,5,taman nasional bantimurung,alam,73.4
1/11/2022 22:14,Jihan,5,5,pantai galesong,alam,69
1/11/2022 22:14,Jihan,6,5,wisata londa,budaya,71
1/11/2022 22:14,Jihan,7,5,museum ne'gandeng,budaya,75
1/11/2022 22:14,Jihan,8,5,tanjung bira,alam,77.4
1/11/2022 22:14,Jihan,9,5,masjid 99 kubah,religi,76.2
1/11/2022 22:14,Jihan,10,5,benteng somba opu,prasejarah,68.6
